INCIDENT_NO,INCIDENT_DATE,CASE_NO,CFS_NO,DISTRICT,INCIDENT_TYPE,INCIDENT_DESCRIPTION,INCIDENT_LOCATION_X,LATITUDE_X,LONGITUDE_X,SUBJECT_GENDER,SUBJECT_RACE,OFFICER_GENDER,OFFICER_RACE
2138,04/08/2006 11:02:00 PM,2006-80989,P060981769,DISTRICT 3,9826,INJURY TO PRISONER,8XX DEPOT ST,,,MALE,WHITE,MALE,WHITE
5227,04/05/2010 04:53:00 PM,2010-142325,LCP100405001244,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,14XX STATE AV CINCINNATI OH 45,,,MALE,WHITE,MALE,WHITE
8525,07/25/2016 08:58:00 PM,2016-215491,LCP160725001446,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,30XX MCHENRY AV,,,MALE,BLACK,MALE,WHITE
-8085,08/30/2004 09:51:00 PM,20040588,P042431329,DISTRICT 1,9826,INJURY TO PRISONER,1XX W 12TH ST,,,MALE,BLACK,MALE,WHITE
-1037,09/13/1997 12:17:00 AM,9701276,P972560032,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,X  EAST ELDER ST,,,MALE,BLACK,MALE,WHITE
-1502,04/11/1998 11:26:00 PM,9800256,P981011073,DISTRICT 4,9825,CHEMICAL IRRITANT,9MM NB 75,,,MALE,BLACK,MALE,WHITE
-2565,04/27/1999 07:38:00 PM,9900333,P991171083,DISTRICT 2,9826,INJURY TO PRISONER,22XX  BEECHMONT,,,MALE,WHITE,MALE,WHITE
2028,02/25/2006 07:43:00 PM,2006-79126,P060561350,DISTRICT 3,9826,INJURY TO PRISONER,6XX NEAV ST,,,MALE,WHITE,FEMALE,BLACK
-3762,05/30/2000 04:30:00 AM,20000455,P001510245,DISTRICT 3,9825,CHEMICAL IRRITANT,34XX SCHWARTZ,,,MALE,WHITE,MALE,WHITE
3601,12/07/2007 03:15:00 AM,2007-107023,LCP071207000156,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,26XX VICTORY PKWY,,,MALE,BLACK,MALE,BLACK
3158,05/09/2007 11:00:00 PM,2007-98080,P071291955,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,20XX MILLVALE,,,MALE,BLACK,MALE,WHITE
3158,05/09/2007 11:00:00 PM,2007-98080,P071291955,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,20XX MILLVALE,,,MALE,BLACK,MALE,WHITE
8199,11/20/2015 03:16:00 PM,2015-207409,LCP151120000965,DISTRICT 4,9826,INJURY TO PRISONER,24XX PARIS ST,,,MALE,BLACK,FEMALE,WHITE
9095,09/16/2017 02:01:00 PM,2017-228795,CPD1709160000964,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX LEXINGTON AV,,,MALE,BLACK,MALE,WHITE
8185,11/11/2015 01:09:00 PM,2015-207072,LCP151111000631,,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX MANNS CINCINNATI OHIO 45205,,,MALE,BLACK,MALE,WHITE
8185,11/11/2015 01:09:00 PM,2015-207072,LCP151111000631,,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX MANNS CINCINNATI OHIO 45205,,,MALE,BLACK,MALE,WHITE
8185,11/11/2015 01:09:00 PM,2015-207072,LCP151111000631,,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX MANNS CINCINNATI OHIO 45205,,,MALE,BLACK,MALE,WHITE
-5999,05/12/2002 02:51:00 AM,20020251,P021320272,DISTRICT 3,9825,CHEMICAL IRRITANT,9XX WELLS AV,,,MALE,WHITE,MALE,WHITE
-2681,06/19/1999 12:55:00 AM,9900449,P991700102,DISTRICT 3,9825,CHEMICAL IRRITANT,24XX BEEKMAN,,,MALE,BLACK,FEMALE,WHITE
-7074,06/27/2003 12:51:00 AM,20030499,P031780062,DISTRICT 3,9826,INJURY TO PRISONER,15XX FAIRMOUNT AV,,,MALE,BLACK,MALE,WHITE
-3076,10/03/1999 04:35:00 PM,9900846,P992760885,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,13XX REPUBLIC,,,MALE,BLACK,MALE,WHITE
-6758,02/19/2003 11:07:00 AM,20030181,P030500469,DISTRICT 3,9825,CHEMICAL IRRITANT,10XX GRAND AV,,,MALE,WHITE,MALE,WHITE
1003,04/03/2005 01:45:00 AM,2005-64431,P050930153,DISTRICT 1,9826,INJURY TO PRISONER,I- 75 SB EXIT RAMP TO EZZARD CHARLES DR 1MILE MARKER,,,MALE,BLACK,MALE,WHITE
-5178,06/07/2001 01:20:00 AM,20010598,P011580091,DISTRICT 1,9826,INJURY TO PRISONER,2XX JAIL ALLEY,,,MALE,WHITE,MALE,HISPANIC/LATINO
4589,03/19/2009 11:10:00 AM,2009-128505,LCP090319000606,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,10XX SYCAMORE,,,MALE,BLACK,MALE,WHITE
4589,03/19/2009 11:10:00 AM,2009-128505,LCP090319000606,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,10XX SYCAMORE,,,MALE,BLACK,MALE,WHITE
1926,01/23/2006 04:55:00 PM,2006-77946,P060231049,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,3XX PLUM ST,,,MALE,BLACK,MALE,WHITE
-1672,06/13/1998 09:35:00 PM,9800430,P981641131,DISTRICT 5,9825,CHEMICAL IRRITANT,2XX HASTING ST,,,MALE,BLACK,MALE,WHITE
-2996,09/12/1999 02:05:00 AM,9900765,P992550131,DISTRICT 4,9825,CHEMICAL IRRITANT,12XX CHAPEL,,,FEMALE,BLACK,MALE,WHITE
-4943,04/10/2001 10:30:00 PM,20010362,P011000806,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,15XX VINE STREET,,,OTHER,UNKNOWN,FEMALE,WHITE
-4469,11/28/2000 12:16:00 AM,20001167,P003321496,DISTRICT 4,9825,CHEMICAL IRRITANT,19XX READING RD,,,MALE,BLACK,MALE,WHITE
-4809,03/18/2001 12:14:00 PM,20010227,P010770503,DISTRICT 4,9826,INJURY TO PRISONER,84XX ANTHONY WAYNE ST,,,MALE,WHITE,FEMALE,BLACK
7451,06/07/2014 12:03:00 AM,2014-191864,LCP140606001924,DISTRICT 3,8223,WEAPON DISCHARGE AT AN ANIMAL,16XX GILSEY AV,,,MALE,HISPANIC/LATINO,MALE,BLACK
2410,07/12/2006 12:19:00 AM,2006-85427,P061930030,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,13XX RACE ST,,,MALE,WHITE,MALE,WHITE
1681,10/15/2005 02:25:00 AM,2005-74431,P052880264,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,25XX CLIFTON AV,,,MALE,UNKNOWN,MALE,BLACK
-5676,11/22/2001 03:00:00 AM,20011105,P013260181,DISTRICT 1,9825,CHEMICAL IRRITANT,11XX MAIN ST,,,FEMALE,WHITE,MALE,WHITE
-4274,10/01/2000 02:30:00 AM,20000970,P002750132,DISTRICT 4,9826,INJURY TO PRISONER,31XX READING RD,,,MALE,BLACK,MALE,WHITE
-4249,10/03/2000 10:01:00 PM,20000945,P002771596,DISTRICT 4,9825,CHEMICAL IRRITANT,34XX BURNET AV,,,MALE,BLACK,MALE,WHITE
-674,05/16/1997 03:22:00 AM,9700320,P971360122,DISTRICT 5,9825,CHEMICAL IRRITANT,28XX CENTRAL PKWY,,,MALE,WHITE,MALE,WHITE
3516,10/15/2007 06:37:00 PM,2007-104824,P072881305,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX ROCKDALE AV,,,MALE,BLACK,MALE,WHITE
-5649,11/16/2001 06:45:00 PM,20011078,P03201268,DISTRICT 4,9825,CHEMICAL IRRITANT,2XX BODMAN AV,,,MALE,BLACK,MALE,WHITE
3388,08/18/2007 02:05:00 AM,2007-102454,P072300168,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX CHURCHILL ST CINTI OH 45206,,,MALE,BLACK,FEMALE,BLACK
-1692,06/22/1998 06:05:00 PM,9800451,P981731016,DISTRICT 1,9825,CHEMICAL IRRITANT,10XX W 8TH ST,,,MALE,WHITE,FEMALE,WHITE
-6731,02/12/2003 03:11:00 PM,20030154,P030430865,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,47XX ARMADA AV,,,MALE,BLACK,MALE,BLACK
-1263,01/09/1998 11:42:00 PM,9800012,P980091376,DISTRICT 4,9825,CHEMICAL IRRITANT,X  W CORRY ST,,,MALE,BLACK,MALE,WHITE
932,03/17/2005 08:40:00 PM,2005-63409,P050761550,DISTRICT 5,9826,INJURY TO PRISONER,19XX W FORK RD,,,MALE,WHITE,FEMALE,WHITE
932,03/17/2005 08:40:00 PM,2005-63409,P050761550,DISTRICT 5,9826,INJURY TO PRISONER,19XX W FORK RD,,,MALE,WHITE,FEMALE,WHITE
7304,03/10/2014 09:01:00 AM,2014-189511,LCP140310000346,DISTRICT 4,9826,INJURY TO PRISONER,SB I75  10MM,,,MALE,BLACK,MALE,WHITE
4141,08/03/2008 06:06:00 PM,2008-118393,LCP080803001099,DISTRICT 3,9826,INJURY TO PRISONER,18XX WESTWOOD NORTHERN BLVD,,,MALE,BLACK,MALE,WHITE
4141,08/03/2008 06:06:00 PM,2008-118393,LCP080803001099,DISTRICT 3,9826,INJURY TO PRISONER,18XX WESTWOOD NORTHERN BLVD,,,MALE,BLACK,MALE,WHITE
-389,01/20/1997 09:05:00 PM,9700028,P970201108,DISTRICT 1,9825,CHEMICAL IRRITANT,15XX LINN STREET,,,MALE,BLACK,FEMALE,WHITE
-8188,09/06/2004 04:59:00 PM,20040692,P042501025,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX VINE ST,,,FEMALE,BLACK,FEMALE,WHITE
6892,05/07/2013 07:47:25 PM,2013-180645,LCP130507001585,DISTRICT 4,8223,WEAPON DISCHARGE AT AN ANIMAL,34XX HALLWOOD AV,,,MALE,BLACK,MALE,BLACK
7304,03/10/2014 09:01:00 AM,2014-189511,LCP140310000346,DISTRICT 4,9826,INJURY TO PRISONER,SB I75  10MM,,,MALE,BLACK,MALE,BLACK
-5957,04/12/2002 02:27:00 PM,20020208,P021020848,DISTRICT 5,9826,INJURY TO PRISONER,3XX MCALPIN AV,,,MALE,WHITE,MALE,WHITE
8693,11/28/2016 01:28:00 PM,2016-219520,LCP,CENTRAL BUSINESS DISTRICT,9826,INJURY TO PRISONER,E 5TH ST,,,MALE,WHITE,MALE,WHITE
-3238,11/21/1999 01:10:00 AM,9901008,P993250082,DISTRICT 4,9825,CHEMICAL IRRITANT,9XX  FORAKER,,,MALE,BLACK,MALE,WHITE
6119,09/20/2011 05:52:00 PM,2011-161351,LCP110920001367,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX MARLOWE AV,,,MALE,BLACK,MALE,WHITE
8747,11/11/2016 09:04:00 PM,2017-221028,LCP161111001314,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,8XX N FRED SHUTTLEWORTH AV,,,MALE,BLACK,MALE,BLACK
8747,11/11/2016 09:04:00 PM,2017-221028,LCP161111001314,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,8XX N FRED SHUTTLEWORTH AV,,,MALE,BLACK,MALE,BLACK
6623,08/22/2012 11:44:00 PM,2012-173582,LCP120822001959,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,19XX HARRISON AV,,,MALE,WHITE,MALE,WHITE
-3250,12/06/1999 01:26:00 AM,9901020,P993400109,DISTRICT 1,9825,CHEMICAL IRRITANT,15XX ELM,,,MALE,WHITE,MALE,WHITE
6191,11/05/2011 04:30:00 PM,2011-162889,LCP111105000897,DISTRICT 4,9826,INJURY TO PRISONER,4XX E MARTIN LUTHER KING DR,,,FEMALE,WHITE,MALE,WHITE
2766,11/17/2006 10:37:00 AM,2006-91393,P063210573,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,15XX ST LEGER PL 9,,,MALE,BLACK,MALE,BLACK
-409,02/05/1997 03:47:00 PM,9700048,P970360669,DISTRICT 4,9825,CHEMICAL IRRITANT,25XX VICTORY PARKWAY,,,MALE,BLACK,MALE,WHITE
4456,01/05/2009 03:27:00 AM,2009-125939,LCP090205000,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,7XX DELHI RD,,,MALE,BLACK,MALE,WHITE
-5248,07/01/2001 02:34:00 AM,20010668,P011820244,DISTRICT 4,9826,INJURY TO PRISONER,12XX CHAPEL ST,,,MALE,BLACK,MALE,WHITE
-5248,07/01/2001 02:34:00 AM,20010668,P011820244,DISTRICT 4,9826,INJURY TO PRISONER,12XX CHAPEL ST,,,MALE,BLACK,MALE,WHITE
-1280,01/13/1998 04:10:00 AM,9800029,P980130168,DISTRICT 4,9825,CHEMICAL IRRITANT,48XX YARMOUTH,,,MALE,BLACK,MALE,WHITE
414,12/26/2004 08:23:00 PM,2004-53493,P0436110188,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX HUGHES AV,,,MALE,BLACK,MALE,WHITE
5162,02/24/2010 10:07:00 PM,2010-141006,LCP100224001615,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,16XX MOORE ST CINCINNATI OHIO 45210,,,MALE,BLACK,FEMALE,WHITE
5162,02/24/2010 10:07:00 PM,2010-141006,LCP100224001615,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,16XX MOORE ST CINCINNATI OHIO 45210,,,MALE,BLACK,FEMALE,WHITE
1422,08/03/2005 06:11:00 PM,2005-71009,P052151526,DISTRICT 3,9826,INJURY TO PRISONER,34XX OSAGE ST,,,MALE,BLACK,MALE,BLACK
-6634,01/08/2003 03:18:00 AM,20030040,P030080136,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,17XX LANG ST,,,MALE,BLACK,MALE,WHITE
-4416,11/17/2000 02:10:00 PM,20001113,,DISTRICT 1,9825,CHEMICAL IRRITANT,4XX ELM ST,,,OTHER,UNKNOWN,MALE,WHITE
782,02/02/2005 07:06:00 PM,2005-61687,P050331369,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,36XX AIKENSIDE DR,,,MALE,BLACK,MALE,WHITE
782,02/02/2005 07:06:00 PM,2005-61687,P050331369,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,36XX AIKENSIDE DR,,,MALE,BLACK,MALE,WHITE
1804,12/03/2005 07:36:00 PM,2005-75979,P053371271,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,36XX VAN VEY ST,,,MALE,BLACK,MALE,WHITE
1804,12/03/2005 07:36:00 PM,2005-75979,P053371271,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,36XX VAN VEY ST,,,MALE,BLACK,MALE,WHITE
-3399,02/03/2000 10:00:00 AM,20000088,P000340478,DISTRICT 2,9825,CHEMICAL IRRITANT,29XX WOODBURN,,,MALE,BLACK,FEMALE,BLACK
2215,05/02/2006 01:26:00 PM,2006-82180,P061220829,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,13XX RACE ST,,,MALE,WHITE,MALE,BLACK
2215,05/02/2006 01:26:00 PM,2006-82180,P061220829,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,13XX RACE ST,,,MALE,WHITE,MALE,BLACK
-7323,09/30/2003 12:38:00 AM,20030748,P032730044,DISTRICT 2,9826,INJURY TO PRISONER,54XX ORLANDO PL,,,MALE,BLACK,FEMALE,WHITE
-2720,06/16/1999 08:07:00 PM,9900488,P991671233,DISTRICT 3,9825,CHEMICAL IRRITANT,59XX  GLENWAY,,,MALE,WHITE,MALE,WHITE
930,03/18/2005 01:24:00 AM,2005-63426,#P050770092,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,57XX ROE ST CINCINNATI OHIO 45227,,,FEMALE,BLACK,MALE,WHITE
-1377,02/21/1998 02:40:00 PM,9800130,P980520519,DISTRICT 3,9825,CHEMICAL IRRITANT,19XX SUTTER AV,,,FEMALE,BLACK,MALE,WHITE
7358,01/04/2014 07:18:00 PM,2014-190541,LCP140104001001,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,34XX DRURY AV,,,MALE,BLACK,MALE,WHITE
2476,08/03/2006 06:42:00 AM,2006-86429,P062150285,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,39XX BALLARD AV  CINTI OH 45209,,,FEMALE,WHITE,MALE,BLACK
2617,09/19/2006 04:45:00 PM,2006-88584,P062621192,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX WADE WALK,,,MALE,BLACK,MALE,BLACK
2022,02/23/2006 12:05:00 AM,2006-79071,P060540017,DISTRICT 4,9826,INJURY TO PRISONER,69XX READING RD,,,MALE,BLACK,MALE,WHITE
-5732,12/21/2001 02:15:00 AM,20011163,P013560112,DISTRICT 3,9826,INJURY TO PRISONER,19XX STATE STREET,,,MALE,WHITE,MALE,BLACK
8592,09/16/2016 11:45:00 PM,2016-217255,LCP160916001909,CENTRAL BUSINESS DISTRICT,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,NB 71 1MP,,,MALE,WHITE,MALE,WHITE
-6850,04/23/2003 12:05:00 PM,20030274,P031130712,DISTRICT 4,9825,CHEMICAL IRRITANT,48XX READING RD,,,FEMALE,BLACK,MALE,WHITE
-6267,08/18/2002 05:06:00 PM,20020521,P022301038,DISTRICT 4,9826,INJURY TO PRISONER,49XX READING RD,,,MALE,BLACK,MALE,BLACK
-3785,05/23/2000 02:30:00 AM,20000478,P001440145,DISTRICT 4,9825,CHEMICAL IRRITANT,X ADNORED,,,MALE,BLACK,MALE,WHITE
1335,04/26/2005 08:02:00 PM,2005-69717,P051161449,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,41XX SETTLE AV,,,MALE,BLACK,MALE,WHITE
1335,04/26/2005 08:02:00 PM,2005-69717,P051161449,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,41XX SETTLE AV,,,MALE,BLACK,MALE,WHITE
-3029,09/19/1999 02:34:00 AM,9900798,P992620215,DISTRICT 3,9825,CHEMICAL IRRITANT,30XX BRACKEN WOODS,,,MALE,BLACK,MALE,WHITE
7450,06/05/2014 05:00:00 PM,2014-191834,LCP140605001139,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX GOODMAN AV,,,MALE,BLACK,MALE,WHITE
-3224,11/28/1999 02:20:00 AM,9900994,P993320132,DISTRICT 4,9825,CHEMICAL IRRITANT,31XX READING,,,OTHER,UNKNOWN,MALE,WHITE
5588,10/24/2010 04:46:00 PM,2010-149767,LCP101024001032,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX W COURT ST,,,MALE,WHITE,MALE,TWO OR MORE
7030,08/03/2013 06:33:00 PM,2013-183352,LCP130803001311,DISTRICT 1,9826,INJURY TO PRISONER,5XX W LIBERTY ST,,,MALE,BLACK,MALE,WHITE
4536,03/14/2009 02:34:00 PM,2009-127711,LCP090314000732,DISTRICT 5,8223,WEAPON DISCHARGE AT AN ANIMAL,50XX COLERAIN AV AREA 22 OF MT AIRY FRST,,,OTHER,UNKNOWN,MALE,WHITE
7915,06/21/2015 01:17:00 AM,2015-202522,LPC150621000099,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,11XX SAINT GREGORY ST,,,MALE,BLACK,MALE,TWO OR MORE
-1878,08/22/1998 03:45:00 AM,9800638,P982340177,DISTRICT 1,9826,INJURY TO PRISONER,10XX SYCAMORE,,,MALE,WHITE,MALE,WHITE
-1916,09/06/1998 11:24:00 AM,9800676,P982490505,DISTRICT 5,9825,CHEMICAL IRRITANT,30XX WCMICKEN,,,MALE,BLACK,FEMALE,WHITE
-1455,03/17/1998 01:08:00 AM,9800209,P980760081,DISTRICT 1,9826,INJURY TO PRISONER,15XX GOOSE ALLEY,,,FEMALE,BLACK,FEMALE,WHITE
-5005,04/11/2001 11:00:00 PM,20010424,,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,17XX VINE STREET,,,OTHER,UNKNOWN,MALE,WHITE
-3494,02/29/2000 01:16:00 AM,20000183,P000600080,DISTRICT 3,9826,INJURY TO PRISONER,21XX GRAND,,,MALE,WHITE,MALE,WHITE
-3494,02/29/2000 01:16:00 AM,20000183,P000600080,DISTRICT 3,9826,INJURY TO PRISONER,21XX GRAND,,,MALE,WHITE,MALE,WHITE
-5921,03/26/2002 02:11:00 AM,20020172,P020850089,DISTRICT 1,9826,INJURY TO PRISONER,12XX RODNEY ALLEY,,,MALE,BLACK,FEMALE,BLACK
-7981,07/03/2004 02:20:00 AM,20040483,,DISTRICT 1,9825,CHEMICAL IRRITANT,7XX W PETE ROSE WAY,,,MALE,WHITE,MALE,NATIVE HAWAIIAN
4440,01/18/2009 05:38:00 PM,2009-125524,LCP090118001016,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX GILLMAN AV,,,MALE,BLACK,MALE,WHITE
4440,01/18/2009 05:38:00 PM,2009-125524,LCP090118001016,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX GILLMAN AV,,,MALE,BLACK,MALE,WHITE
-8098,07/30/2004 01:30:00 AM,20040602,P042120147,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,7XX W PETE ROSE WAY,,,MALE,BLACK,MALE,BLACK
-8098,07/30/2004 01:30:00 AM,20040602,P042120147,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,7XX W PETE ROSE WAY,,,MALE,BLACK,MALE,BLACK
-35,07/28/1996 06:05:00 PM,9600188,P96100722,DISTRICT 4,9825,CHEMICAL IRRITANT,1XX W 65TH STREET,,,MALE,WHITE,MALE,WHITE
-1409,03/05/1998 03:48:00 PM,9800162,P980640724,DISTRICT 5,9825,CHEMICAL IRRITANT,3XX CALHOUN ST,,,FEMALE,BLACK,MALE,WHITE
-1409,03/05/1998 03:48:00 PM,9800162,P980640724,DISTRICT 5,9825,CHEMICAL IRRITANT,3XX CALHOUN ST,,,FEMALE,BLACK,MALE,WHITE
6936,06/11/2013 11:44:00 PM,2013-181641,LCP130611002176,DISTRICT 3,9826,INJURY TO PRISONER,24XX WHITE ST CINCINNATI OH 45211,,,FEMALE,BLACK,MALE,WHITE
-470,01/31/1997 12:25:00 PM,9700109,P970301265,DISTRICT 3,9826,INJURY TO PRISONER,34XX W MILLVALE CIR,,,MALE,BLACK,MALE,BLACK
-2591,05/08/1999 12:25:00 PM,9900359,P991280603,DISTRICT 4,9825,CHEMICAL IRRITANT,8XX HUTCHINS AVNUE,,,FEMALE,BLACK,MALE,WHITE
5731,02/04/2011 02:10:00 PM,2011-152909,LCP110204000872,DISTRICT 2,9826,INJURY TO PRISONER,47XX COLUMBIA PKWY,,,MALE,BLACK,MALE,ASIAN
6155,10/11/2011 03:20:00 PM,2011-162008,LCP111011001096,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,19XX WASHBURN AV,,,MALE,BLACK,MALE,WHITE
-1927,09/10/1998 08:45:00 PM,9800687,P982531184,DISTRICT 5,9825,CHEMICAL IRRITANT,8XX GWINNET,,,MALE,BLACK,MALE,BLACK
5149,02/17/2010 10:43:00 AM,2010-140782,LCP100221700037,OUTSIDE CITY,2382,USE OF FORCE INVESTIGATION,37XX FLORAL AV,,,MALE,BLACK,MALE,WHITE
-3550,03/15/2000 01:43:00 AM,20000239,P000750125,DISTRICT 4,9826,INJURY TO PRISONER,3XX  NORTHERN,,,MALE,BLACK,MALE,WHITE
-355,12/30/1996 06:38:00 PM,9600512,P963650834,DISTRICT 5,9825,CHEMICAL IRRITANT,51XX HOLLAND DR,,,MALE,BLACK,MALE,BLACK
-5794,01/20/2002 07:42:00 PM,20020045,P020200890,DISTRICT 4,9826,INJURY TO PRISONER,37XX LEDGEWOOD AV,,,MALE,BLACK,MALE,BLACK
-5794,01/20/2002 07:42:00 PM,20020045,P020200890,DISTRICT 4,9826,INJURY TO PRISONER,37XX LEDGEWOOD AV,,,MALE,BLACK,MALE,BLACK
-6914,05/05/2003 11:54:00 PM,20030338,P031251888,DISTRICT 4,9826,INJURY TO PRISONER,6XX LINCOLN ST,,,MALE,BLACK,FEMALE,WHITE
-3381,01/18/2000 03:50:00 AM,20000069,P000180125,DISTRICT 4,9825,CHEMICAL IRRITANT,X WEST CORRY ST,,,MALE,WHITE,MALE,WHITE
6135,10/02/2011 07:05:00 PM,2011-161734,LCP111002001126,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,24XX HARRISON AV CINTI OH 45211,,,MALE,WHITE,MALE,WHITE
4376,12/06/2008 01:32:00 AM,2008-123850,LCP081205001764,DISTRICT 3,9826,INJURY TO PRISONER,17XX GLENWAY AV,,,MALE,WHITE,MALE,WHITE
5027,11/25/2009 08:53:00 PM,2009-138277,LCP091125001753,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX  WEHRMAN AV,,,MALE,BLACK,MALE,WHITE
519,08/10/2003 09:02:00 PM,2005-60312,P032221413,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,4XX E LIBERTY HL,,,MALE,BLACK,MALE,BLACK
519,08/10/2003 09:02:00 PM,2005-60312,P032221413,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,4XX E LIBERTY HL,,,MALE,BLACK,MALE,BLACK
-5627,11/11/2001 04:48:00 PM,20011056,P013150717,DISTRICT 4,9825,CHEMICAL IRRITANT,34XX BURNET AV 0,,,FEMALE,BLACK,MALE,BLACK
8317,02/17/2016 05:05:00 PM,2016-210163,LCP160217001002,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,32XX HARRISON RD,,,MALE,WHITE,MALE,WHITE
8317,02/17/2016 05:05:00 PM,2016-210163,LCP160217001002,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,32XX HARRISON RD,,,MALE,WHITE,MALE,WHITE
8317,02/17/2016 05:05:00 PM,2016-210163,LCP160217001002,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,32XX HARRISON RD,,,MALE,WHITE,MALE,WHITE
-6308,09/15/2002 12:16:00 PM,20020563,P022580582,DISTRICT 4,9825,CHEMICAL IRRITANT,9XX E MCMILLAN AV,,,FEMALE,BLACK,MALE,BLACK
-4084,08/22/2000 07:39:00 PM,20000780,P002351211,DISTRICT 1,9826,INJURY TO PRISONER,12XX ELM ST,,,MALE,BLACK,MALE,WHITE
-3573,03/23/2000 12:25:00 AM,20000262,P00083025,DISTRICT 4,9825,CHEMICAL IRRITANT,20XX FAITH,,,FEMALE,BLACK,FEMALE,BLACK
3010,03/10/2007 09:26:00 PM,2007-95611,P070691553,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,15XX HARRISON AV,,,MALE,WHITE,MALE,BLACK
3010,03/10/2007 09:26:00 PM,2007-95611,P070691553,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,15XX HARRISON AV,,,MALE,WHITE,MALE,BLACK
-3851,06/20/2000 10:12:00 PM,20000544,P001721588,DISTRICT 3,9825,CHEMICAL IRRITANT,30XX THERESA,,,MALE,WHITE,MALE,WHITE
